arrival_city,date,people,num_people
Barcelona,2024-10-13,"['Felipe Graham', 'Juliet Wiggins', 'Rhys Mcbride']",3
Barcelona,2024-10-14,"['Felipe Graham', 'Juliet Wiggins', 'Rhys Mcbride']",3
Barcelona,2024-10-15,"['Felipe Graham', 'Juliet Wiggins', 'Rhys Mcbride']",3
Barcelona,2024-10-16,"['Felipe Graham', 'Jaylyn Kennedy']",2
Barcelona,2024-10-17,"['Felipe Graham', 'Jaylyn Kennedy']",2
Barcelona,2024-10-18,"['Felipe Graham', 'Jaylyn Kennedy']",2
Barcelona,2024-10-19,"['Anabelle Sharp', 'Jaylyn Kennedy']",2
Barcelona,2024-10-21,"['Anabelle Sharp', 'Yazmin Benson']",2
Barcelona,2024-10-22,"['Anabelle Sharp', 'Yazmin Benson']",2
Barcelona,2024-10-23,"['Anabelle Sharp', 'Yazmin Benson']",2
Barcelona,2024-10-24,"['Anabelle Sharp', 'Cara Clarke', 'Yazmin Benson']",3
Barcelona,2024-10-25,"['Anabelle Sharp', 'Cara Clarke', 'Colt Farrell']",3
Barcelona,2024-10-26,"['Anabelle Sharp', 'Cara Clarke', 'Colt Farrell', 'Johnathan Weber']",4
Barcelona,2024-10-27,"['Anabelle Sharp', 'Cara Clarke', 'Colt Farrell', 'Johnathan Weber']",4
Barcelona,2024-10-28,"['Anabelle Sharp', 'Cara Clarke', 'Colt Farrell', 'Johnathan Weber']",4
Barcelona,2024-10-29,"['Anabelle Sharp', 'Cara Clarke', 'Johnathan Weber']",3
Barcelona,2024-10-30,"['Cara Clarke', 'Johnathan Weber', 'Khloe Hodge']",3
Barcelona,2024-10-31,"['Cara Clarke', 'Khloe Hodge']",2
Barcelona,2024-11-01,"['Cara Clarke', 'Khloe Hodge', 'Nicolas Riggs']",3
Barcelona,2024-11-02,"['Cara Clarke', 'Khloe Hodge', 'Nicolas Riggs']",3
Barcelona,2024-11-03,"['Cara Clarke', 'Heaven Mosley', 'Khloe Hodge', 'Nicolas Riggs']",4
Barcelona,2024-11-04,"['Cara Clarke', 'Daphne Mendez', 'Heaven Mosley', 'Khloe Hodge', 'Nicolas Riggs', 'Raina Calhoun']",6
Barcelona,2024-11-05,"['Cara Clarke', 'Daphne Mendez', 'Heaven Mosley', 'Khloe Hodge', 'Raina Calhoun']",5
Barcelona,2024-11-06,"['Cara Clarke', 'Daphne Mendez', 'Heaven Mosley', 'Khloe Hodge', 'Raina Calhoun']",5
Barcelona,2024-11-07,"['Daphne Mendez', 'Heaven Mosley', 'Hezekiah Patrick', 'Khloe Hodge', 'Raina Calhoun']",5
Barcelona,2024-11-08,"['Daphne Mendez', 'Hezekiah Patrick', 'Khloe Hodge', 'Raina Calhoun']",4
Barcelona,2024-11-09,"['Angel Nicholson', 'Cynthia Baxter', 'Daphne Mendez', 'Hezekiah Patrick', 'Khloe Hodge', 'Maddison Arellano', 'Raina Calhoun']",7
Barcelona,2024-11-10,"['Angel Nicholson', 'Cynthia Baxter', 'Daphne Mendez', 'Gabriela Gill', 'Hezekiah Patrick', 'Khloe Hodge', 'Maddison Arellano', 'Raina Calhoun', 'Todd Lloyd']",9
Barcelona,2024-11-11,"['Angel Nicholson', 'Cynthia Baxter', 'Daphne Mendez', 'Gabriela Gill', 'Hezekiah Patrick', 'Maddison Arellano', 'Raina Calhoun', 'Todd Lloyd']",8
Barcelona,2024-11-12,"['Angel Nicholson', 'Cynthia Baxter', 'Daphne Mendez', 'Francis Rowland', 'Gabriela Gill', 'Hezekiah Patrick', 'Kole Hutchinson', 'Maddison Arellano', 'Raina Calhoun', 'Todd Lloyd']",10
Barcelona,2024-11-13,"['Angel Nicholson', 'Cynthia Baxter', 'Daphne Mendez', 'Erin Oneill', 'Francis Rowland', 'Gabriela Gill', 'Hezekiah Patrick', 'Kole Hutchinson', 'Maddison Arellano', 'Raina Calhoun', 'Todd Lloyd']",11
Barcelona,2024-11-14,"['Angel Nicholson', 'Cynthia Baxter', 'Erin Oneill', 'Francis Rowland', 'Gabriela Gill', 'Hezekiah Patrick', 'Kole Hutchinson', 'Raina Calhoun', 'Todd Lloyd']",9
Barcelona,2024-11-15,"['Angel Nicholson', 'Aydin Cunningham', 'Cynthia Baxter', 'Erin Oneill', 'Francis Rowland', 'Gabriela Gill', 'Hezekiah Patrick', 'Kole Hutchinson', 'Raina Calhoun', 'Todd Lloyd']",10
Barcelona,2024-11-16,"['Angel Nicholson', 'Aydin Cunningham', 'Cynthia Baxter', 'Erin Oneill', 'Francis Rowland', 'Gabriela Gill', 'Kole Hutchinson', 'Raina Calhoun', 'Todd Lloyd']",9
Barcelona,2024-11-17,"['Angel Nicholson', 'Aydin Cunningham', 'Cynthia Baxter', 'Erin Oneill', 'Francis Rowland', 'Gabriela Gill', 'Kole Hutchinson', 'Raina Calhoun', 'Todd Lloyd']",9
Barcelona,2024-11-18,"['Angel Nicholson', 'Aydin Cunningham', 'Cynthia Baxter', 'Erin Oneill', 'Francis Rowland', 'Gabriela Gill', 'Kole Hutchinson', 'Todd Lloyd']",8
Barcelona,2024-11-19,"['Aydin Cunningham', 'Cynthia Baxter', 'Erin Oneill', 'Francis Rowland', 'Kole Hutchinson', 'Todd Lloyd', 'Willow Andrews']",7
Barcelona,2024-11-20,"['Aydin Cunningham', 'Cynthia Baxter', 'Erin Oneill', 'Francis Rowland', 'Kole Hutchinson', 'Todd Lloyd', 'Willow Andrews']",7
Barcelona,2024-11-21,"['Aydin Cunningham', 'Cynthia Baxter', 'Erin Oneill', 'Francis Rowland', 'Kole Hutchinson', 'Livia Foster', 'Todd Lloyd', 'Willow Andrews']",8
Barcelona,2024-11-22,"['Aydin Cunningham', 'Cynthia Baxter', 'Erin Oneill', 'Francis Rowland', 'Griffin Sharp', 'Kole Hutchinson', 'Livia Foster', 'Todd Lloyd', 'Willow Andrews']",9
Barcelona,2024-11-23,"['Aydin Cunningham', 'Erin Oneill', 'Francis Rowland', 'Griffin Sharp', 'Kole Hutchinson', 'Livia Foster', 'Todd Lloyd', 'Willow Andrews']",8
Barcelona,2024-11-24,"['Aydin Cunningham', 'Erin Oneill', 'Francis Rowland', 'Griffin Sharp', 'Kole Hutchinson', 'Livia Foster']",6
Barcelona,2024-11-25,"['Griffin Sharp', 'Kole Hutchinson', 'Livia Foster']",3
Barcelona,2024-11-26,"['Griffin Sharp', 'Kole Hutchinson', 'Livia Foster']",3
Barcelona,2024-11-27,"['Griffin Sharp', 'Livia Foster']",2
Barcelona,2024-11-28,"['Carlie Richmond', 'Griffin Sharp', 'Livia Foster']",3
Barcelona,2024-11-29,"['Bo Ortiz', 'Carlie Richmond', 'Griffin Sharp', 'Livia Foster']",4
Barcelona,2024-11-30,"['Bo Ortiz', 'Carlie Richmond', 'Griffin Sharp', 'Livia Foster']",4
Barcelona,2024-12-01,"['Amira Collins', 'Bo Ortiz', 'Carlie Richmond', 'Griffin Sharp', 'Livia Foster']",5
Barcelona,2024-12-02,"['Amira Collins', 'Bo Ortiz', 'Carlie Richmond', 'Griffin Sharp', 'Hudson Church', 'Livia Foster']",6
Barcelona,2024-12-03,"['Amira Collins', 'Bo Ortiz', 'Carlie Richmond', 'Griffin Sharp', 'Hudson Church', 'Livia Foster']",6
Barcelona,2024-12-04,"['Amira Collins', 'Bo Ortiz', 'Carlie Richmond', 'Griffin Sharp', 'Hudson Church', 'Livia Foster', 'Zaid Pineda']",7
Barcelona,2024-12-05,"['Amira Collins', 'Carlie Richmond', 'Griffin Sharp', 'Harper Roberson', 'Hudson Church', 'Livia Foster', 'Zaid Pineda']",7
Barcelona,2024-12-06,"['Alec Fox', 'Amira Collins', 'Carlie Richmond', 'Harper Roberson', 'Hudson Church', 'Zaid Pineda']",6
Barcelona,2024-12-07,"['Alec Fox', 'Amira Collins', 'Carlie Richmond', 'Harper Roberson', 'Zaid Pineda']",5
Barcelona,2024-12-08,"['Alec Fox', 'Amira Collins', 'Carlie Richmond', 'Harper Roberson', 'Zaid Pineda']",5
Barcelona,2024-12-09,"['Alec Fox', 'Amira Collins', 'Carlie Richmond', 'Harper Roberson', 'Zaid Pineda']",5
Barcelona,2024-12-10,"['Alec Fox', 'Amira Collins', 'Carlie Richmond', 'Harper Roberson', 'Zaid Pineda']",5
Barcelona,2024-12-11,"['Alec Fox', 'Amira Collins', 'Harper Roberson', 'Zaid Pineda']",4
Barcelona,2024-12-12,"['Amira Collins', 'Harper Roberson', 'Zaid Pineda']",3
Barcelona,2024-12-13,"['Amira Collins', 'Harper Roberson', 'Zaid Pineda', 'Zaire Zamora']",4
Barcelona,2024-12-14,"['Harper Roberson', 'Zaid Pineda', 'Zaire Zamora']",3
Barcelona,2024-12-15,"['Harper Roberson', 'Kassandra Li', 'Miah Lucas', 'Zaid Pineda', 'Zaire Zamora']",5
Barcelona,2024-12-16,"['Harper Roberson', 'Jesse Tapia', 'Kassandra Li', 'Miah Lucas', 'Zaid Pineda', 'Zaire Zamora']",6
Barcelona,2024-12-17,"['Jesse Tapia', 'Kassandra Li', 'Miah Lucas', 'Zaid Pineda', 'Zaire Zamora']",5
Barcelona,2024-12-18,"['Camille Frederick', 'Jesse Tapia', 'Kassandra Li', 'Miah Lucas', 'Zaid Pineda', 'Zaire Zamora']",6
Barcelona,2024-12-19,"['Addison Whitaker', 'Camille Frederick', 'Jesse Tapia', 'Kassandra Li', 'Miah Lucas', 'Valerie Stuart', 'Zaire Zamora']",7
Barcelona,2024-12-20,"['Addison Whitaker', 'Camille Frederick', 'Jesse Tapia', 'Kassandra Li', 'Miah Lucas', 'Valerie Stuart', 'Zaire Zamora']",7
Barcelona,2024-12-21,"['Addison Whitaker', 'Aldo Hester', 'Camille Frederick', 'Jesse Tapia', 'Miah Lucas', 'Phoenix Norris', 'Valerie Stuart', 'Zaire Zamora']",8
Barcelona,2024-12-22,"['Addison Whitaker', 'Aldo Hester', 'Camille Frederick', 'Jesse Tapia', 'Miah Lucas', 'Phoenix Norris', 'Valerie Stuart', 'Zaire Zamora']",8
Barcelona,2024-12-23,"['Addison Whitaker', 'Aldo Hester', 'Camille Frederick', 'Jesse Tapia', 'Phoenix Norris', 'Valerie Stuart', 'Zaire Zamora']",7
Barcelona,2024-12-24,"['Addison Whitaker', 'Aldo Hester', 'Camille Frederick', 'Phoenix Norris', 'Valerie Stuart', 'Zaire Zamora']",6
Barcelona,2024-12-25,"['Addison Whitaker', 'Aldo Hester', 'Camille Frederick', 'Phoenix Norris', 'Valerie Stuart', 'Zaire Zamora']",6
Barcelona,2024-12-26,"['Addison Whitaker', 'Aldo Hester', 'Camille Frederick', 'Jaylee Haley', 'Phoenix Norris', 'Valerie Stuart', 'Zaire Zamora']",7
Barcelona,2024-12-27,"['Addison Whitaker', 'Aldo Hester', 'Camille Frederick', 'Jaylee Haley', 'Phoenix Norris', 'Valerie Stuart']",6
Barcelona,2024-12-28,"['Aldo Hester', 'Camille Frederick', 'Jaylee Haley', 'Phoenix Norris', 'Valerie Stuart']",5
Barcelona,2024-12-29,"['Aldo Hester', 'Camille Frederick', 'Jaylee Haley', 'Phoenix Norris', 'Valerie Stuart']",5
Barcelona,2024-12-30,"['Aldo Hester', 'Camille Frederick', 'Jaylee Haley', 'Phoenix Norris']",4
Barcelona,2024-12-31,"['Aldo Hester', 'Anabel Schneider', 'Camille Frederick', 'Jaylee Haley', 'Phoenix Norris']",5
Barcelona,2025-01-01,"['Aldo Hester', 'Anabel Schneider', 'Jaylee Haley', 'Phoenix Norris']",4
Barcelona,2025-01-02,"['Aldo Hester', 'Anabel Schneider', 'Jaylee Haley', 'Phoenix Norris']",4
Barcelona,2025-01-03,"['Aldo Hester', 'Anabel Schneider', 'Jaylee Haley', 'Phoenix Norris']",4
Berlin,2024-01-14,"['Kimora Parsons', 'Spencer Brady']",2
Berlin,2024-01-15,"['Kimora Parsons', 'Spencer Brady']",2
Berlin,2024-01-16,"['Chloe Kaufman', 'Kimora Parsons', 'Spencer Brady']",3
Berlin,2024-01-17,"['Chloe Kaufman', 'Kimora Parsons', 'Spencer Brady']",3
Berlin,2024-01-18,"['Chloe Kaufman', 'Kimora Parsons', 'Spencer Brady']",3
Berlin,2024-01-19,"['Chloe Kaufman', 'Kimora Parsons', 'Spencer Brady']",3
Berlin,2024-01-20,"['Abagail Lucas', 'Carlee Gutierrez', 'Chloe Kaufman', 'Kimora Parsons', 'Spencer Brady']",5
Berlin,2024-01-21,"['Abagail Lucas', 'Carlee Gutierrez', 'Chloe Kaufman', 'Kimora Parsons', 'Spencer Brady']",5
Berlin,2024-01-22,"['Abagail Lucas', 'Carlee Gutierrez', 'Chloe Kaufman', 'Kimora Parsons', 'Spencer Brady']",5
Berlin,2024-01-23,"['Abagail Lucas', 'Alisha Clements', 'Carlee Gutierrez', 'Kimora Parsons', 'Spencer Brady']",5
Berlin,2024-01-24,"['Abagail Lucas', 'Alisha Clements', 'Carlee Gutierrez', 'Kimora Parsons']",4
Berlin,2024-01-25,"['Abagail Lucas', 'Alisha Clements', 'Carlee Gutierrez', 'Kimora Parsons']",4
Berlin,2024-01-26,"['Abagail Lucas', 'Alisha Clements', 'Carlee Gutierrez']",3
Berlin,2024-01-27,"['Abagail Lucas', 'Alfonso Ali', 'Alisha Clements']",3
Berlin,2024-01-28,"['Abagail Lucas', 'Alfonso Ali', 'Alisha Clements']",3
Berlin,2024-01-29,"['Abagail Lucas', 'Alfonso Ali', 'Alisha Clements', 'Maribel Whitehead']",4
Berlin,2024-01-30,"['Alfonso Ali', 'Alisha Clements', 'Maribel Whitehead']",3
Berlin,2024-01-31,"['Alfonso Ali', 'Alisha Clements', 'Donovan Norton', 'Maribel Whitehead']",4
Berlin,2024-02-01,"['Alfonso Ali', 'Alisha Clements', 'Donovan Norton', 'Maribel Whitehead']",4
Berlin,2024-02-02,"['Alisha Clements', 'Donovan Norton', 'Maribel Whitehead']",3
Berlin,2024-02-03,"['Donovan Norton', 'Jamison Levine', 'Maribel Whitehead']",3
Berlin,2024-02-04,"['Donovan Norton', 'Jamison Levine', 'Maribel Whitehead']",3
Berlin,2024-02-05,"['Donovan Norton', 'Jamison Levine']",2
Berlin,2024-02-06,"['Donovan Norton', 'Jamison Levine']",2
Berlin,2024-02-07,"['Donovan Norton', 'Jamison Levine']",2
Berlin,2024-02-08,"['Donovan Norton', 'Jamison Levine']",2
Berlin,2024-02-09,"['Donovan Norton', 'Jamison Levine']",2
Berlin,2024-02-10,"['Donovan Norton', 'Jamison Levine']",2
Berlin,2024-02-11,"['Donovan Norton', 'Jamison Levine']",2
Berlin,2024-02-12,"['Donovan Norton', 'Jamison Levine']",2
Berlin,2024-02-13,"['Donovan Norton', 'Gary Coffey', 'Jamison Levine']",3
Berlin,2024-02-14,"['Donovan Norton', 'Gary Coffey', 'Jamison Levine']",3
Berlin,2024-02-15,"['Gary Coffey', 'Jamison Levine']",2
Berlin,2024-02-16,"['Gary Coffey', 'Terrell Fritz']",2
Berlin,2024-02-17,"['Gary Coffey', 'Terrell Fritz']",2
Berlin,2024-02-18,"['Gary Coffey', 'Terrell Fritz']",2
Berlin,2024-02-19,"['Gary Coffey', 'Terrell Fritz']",2
Berlin,2024-02-20,"['Gary Coffey', 'Terrell Fritz']",2
Berlin,2024-02-22,"['Abdiel Larson', 'Terrell Fritz']",2
Berlin,2024-02-23,"['Abdiel Larson', 'Terrell Fritz']",2
Berlin,2024-02-24,"['Abdiel Larson', 'Brisa Yoder', 'Terrell Fritz']",3
Berlin,2024-02-25,"['Abdiel Larson', 'Brisa Yoder', 'Terrell Fritz']",3
Berlin,2024-02-26,"['Brisa Yoder', 'Terrell Fritz']",2
Berlin,2024-02-27,"['Brisa Yoder', 'Terrell Fritz']",2
Berlin,2024-02-28,"['Brisa Yoder', 'Terrell Fritz']",2
Berlin,2024-02-29,"['Brisa Yoder', 'Trenton Richmond']",2
Berlin,2024-03-01,"['Brisa Yoder', 'Trenton Richmond']",2
Berlin,2024-03-02,"['Brisa Yoder', 'Trenton Richmond']",2
Berlin,2024-03-03,"['Brisa Yoder', 'Trenton Richmond']",2
Berlin,2024-04-13,"['Angie Rivers', 'Drew Aguirre']",2
Berlin,2024-04-14,"['Angie Rivers', 'Drew Aguirre']",2
Berlin,2024-04-15,"['Angie Rivers', 'Drew Aguirre']",2
Berlin,2024-04-20,"['Angie Rivers', 'Jonathan Schaefer']",2
Berlin,2024-04-21,"['Angie Rivers', 'Jonathan Schaefer']",2
Berlin,2024-04-22,"['Angie Rivers', 'Jonathan Schaefer']",2
Berlin,2024-04-23,"['Angie Rivers', 'Jonathan Schaefer']",2
Berlin,2024-05-06,"['Jack Flynn', 'Maddison Curtis']",2
Berlin,2024-05-07,"['Jack Flynn', 'Maddison Curtis']",2
Berlin,2024-05-08,"['Jack Flynn', 'Maddison Curtis']",2
Berlin,2024-05-09,"['Jack Flynn', 'Maddison Curtis']",2
Berlin,2024-05-10,"['Jack Flynn', 'Lilly Marshall']",2
Berlin,2024-05-11,"['Jack Flynn', 'Lilly Marshall']",2
Berlin,2024-05-14,"['Lilly Marshall', 'Parker Robertson']",2
Berlin,2024-05-15,"['Lilly Marshall', 'Parker Robertson']",2
Berlin,2024-05-16,"['Angelica Mcmahon', 'Lilly Marshall', 'Parker Robertson']",3
Berlin,2024-05-17,"['Angelica Mcmahon', 'Lilly Marshall', 'Parker Robertson']",3
Berlin,2024-05-18,"['Angelica Mcmahon', 'Lilly Marshall', 'Parker Robertson']",3
Berlin,2024-05-19,"['Angelica Mcmahon', 'Lilly Marshall', 'Parker Robertson']",3
Berlin,2024-05-20,"['Angelica Mcmahon', 'Parker Robertson']",2
Berlin,2024-05-21,"['Angelica Mcmahon', 'Parker Robertson']",2
Berlin,2024-05-22,"['Angelica Mcmahon', 'Parker Robertson']",2
Berlin,2024-05-23,"['Angelica Mcmahon', 'Parker Robertson']",2
Berlin,2024-05-24,"['Angelica Mcmahon', 'Parker Robertson']",2
Berlin,2024-05-25,"['Angelica Mcmahon', 'Parker Robertson']",2
Berlin,2024-05-26,"['Angelica Mcmahon', 'Parker Robertson']",2
Berlin,2024-05-27,"['Angelica Mcmahon', 'Parker Robertson']",2
Berlin,2024-05-28,"['Angelica Mcmahon', 'Parker Robertson']",2
Berlin,2024-06-29,"['Gaven Pace', 'Jaylah Myers']",2
Berlin,2024-06-30,"['Gaven Pace', 'Jaylah Myers']",2
Berlin,2024-07-01,"['Gaven Pace', 'Jaylah Myers']",2
Berlin,2024-08-02,"['Ali Morris', 'Kendall Shaffer']",2
Berlin,2024-08-03,"['Ali Morris', 'Kendall Shaffer']",2
Berlin,2024-08-04,"['Ali Morris', 'Kendall Shaffer']",2
Berlin,2024-08-10,"['Anika Walker', 'Mariam Hogan']",2
Berlin,2024-08-11,"['Anika Walker', 'Mariam Hogan']",2
Berlin,2024-08-12,"['Anika Walker', 'Mariam Hogan']",2
Berlin,2024-08-13,"['Anika Walker', 'Mariam Hogan']",2
Berlin,2024-08-14,"['Anika Walker', 'Elena Benson', 'Mariam Hogan']",3
Berlin,2024-08-15,"['Elena Benson', 'Mariam Hogan']",2
Berlin,2024-08-16,"['Elena Benson', 'Franco Stevenson', 'Mariam Hogan']",3
Berlin,2024-08-17,"['Elena Benson', 'Franco Stevenson', 'Mariam Hogan']",3
Berlin,2024-08-18,"['Elena Benson', 'Franco Stevenson', 'Mariam Hogan']",3
Berlin,2024-08-19,"['Elena Benson', 'Franco Stevenson', 'Mariam Hogan']",3
Berlin,2024-08-20,"['Franco Stevenson', 'Mariam Hogan']",2
Berlin,2024-08-29,"['Jaslene Lopez', 'Marilyn Horn', 'Nathan Conway']",3
Berlin,2024-08-30,"['Jaslene Lopez', 'Marilyn Horn', 'Nathan Conway']",3
Berlin,2024-08-31,"['Jaslene Lopez', 'Marilyn Horn', 'Nathan Conway']",3
Berlin,2024-09-01,"['Jaslene Lopez', 'Marilyn Horn', 'Nathan Conway']",3
Berlin,2024-09-02,"['Jaslene Lopez', 'Nathan Conway']",2
Berlin,2024-09-03,"['Jaslene Lopez', 'Nathan Conway', 'Osvaldo Schmitt', 'Paloma Hancock']",4
Berlin,2024-09-04,"['Jaslene Lopez', 'Nathan Conway', 'Osvaldo Schmitt', 'Paloma Hancock']",4
Berlin,2024-09-05,"['Jaslene Lopez', 'Nathan Conway', 'Osvaldo Schmitt', 'Paloma Hancock']",4
Berlin,2024-09-06,"['Jaslene Lopez', 'Nathan Conway', 'Osvaldo Schmitt', 'Paloma Hancock']",4
Berlin,2024-09-07,"['Jaslene Lopez', 'Nathan Conway', 'Osvaldo Schmitt', 'Paloma Hancock']",4
Berlin,2024-09-08,"['Jaslene Lopez', 'Nathan Conway', 'Paloma Hancock']",3
Berlin,2024-09-09,"['Jaslene Lopez', 'Nathan Conway', 'Paloma Hancock']",3
Berlin,2024-09-10,"['Luciana Deleon', 'Nathan Conway', 'Paloma Hancock']",3
Berlin,2024-09-11,"['Luciana Deleon', 'Nathan Conway', 'Paloma Hancock']",3
Berlin,2024-09-12,"['Luciana Deleon', 'Paloma Hancock']",2
Berlin,2024-09-13,"['Luciana Deleon', 'Paloma Hancock']",2
Berlin,2024-09-14,"['Luciana Deleon', 'Paloma Hancock']",2
Berlin,2024-09-15,"['Luciana Deleon', 'Paloma Hancock']",2
Berlin,2024-09-18,"['Lucas Rivas', 'Luciana Deleon']",2
Berlin,2024-09-19,"['Lucas Rivas', 'Luciana Deleon']",2
Berlin,2024-09-20,"['Lucas Rivas', 'Luciana Deleon']",2
Berlin,2024-09-21,"['Lilianna Copeland', 'Lucas Rivas', 'Luciana Deleon']",3
Berlin,2024-09-22,"['Lilianna Copeland', 'Lucas Rivas', 'Luciana Deleon', 'Uriel Hayes']",4
Berlin,2024-09-23,"['Lilianna Copeland', 'Lucas Rivas', 'Luciana Deleon', 'Uriel Hayes']",4
Berlin,2024-09-24,"['Lilianna Copeland', 'Luciana Deleon', 'Uriel Hayes']",3
Berlin,2024-09-25,"['Lilianna Copeland', 'Uriel Hayes']",2
Berlin,2024-09-26,"['Lilianna Copeland', 'Riley Townsend', 'Uriel Hayes']",3
Berlin,2024-09-27,"['Lilianna Copeland', 'Riley Townsend', 'Uriel Hayes']",3
Berlin,2024-09-28,"['Anaya Butler', 'Lilianna Copeland', 'Riley Townsend', 'Uriel Hayes']",4
Berlin,2024-09-29,"['Anaya Butler', 'Lilianna Copeland', 'Riley Townsend']",3
Berlin,2024-09-30,"['Anaya Butler', 'Lilianna Copeland', 'Riley Townsend']",3
Berlin,2024-10-01,"['Anaya Butler', 'Lilianna Copeland', 'Riley Townsend']",3
Berlin,2024-10-02,"['Anaya Butler', 'Lilianna Copeland', 'Riley Townsend']",3
Berlin,2024-10-03,"['Anaya Butler', 'Lilianna Copeland', 'Riley Townsend']",3
Berlin,2024-10-04,"['Anaya Butler', 'Lilianna Copeland']",2
Berlin,2024-10-05,"['Anaya Butler', 'Lilianna Copeland']",2
Berlin,2024-11-07,"['Arnav Dodson', 'Christine Ballard']",2
Berlin,2024-11-08,"['Arnav Dodson', 'Christine Ballard', 'Noah Hickman']",3
Berlin,2024-11-09,"['Arnav Dodson', 'Christine Ballard', 'Noah Hickman']",3
Berlin,2024-11-10,"['Arnav Dodson', 'Christine Ballard', 'Noah Hickman']",3
Berlin,2024-11-11,"['Arnav Dodson', 'Christine Ballard', 'Noah Hickman']",3
Berlin,2024-11-12,"['Arnav Dodson', 'Christine Ballard', 'Noah Hickman']",3
Berlin,2024-11-13,"['Arnav Dodson', 'Christine Ballard', 'Noah Hickman']",3
Berlin,2024-11-14,"['Arnav Dodson', 'Christine Ballard', 'Noah Hickman']",3
Berlin,2024-11-15,"['Arnav Dodson', 'Christine Ballard', 'Noah Hickman']",3
Berlin,2024-11-16,"['Arnav Dodson', 'Christine Ballard', 'Noah Hickman']",3
Berlin,2024-11-17,"['Arnav Dodson', 'Christine Ballard', 'Noah Hickman']",3
Berlin,2024-11-18,"['Arnav Dodson', 'Christine Ballard', 'Noah Hickman']",3
Berlin,2024-11-19,"['Arnav Dodson', 'Noah Hickman']",2
Berlin,2024-12-14,"['Braelyn Nichols', 'Ramiro Petersen']",2
Berlin,2024-12-15,"['Braelyn Nichols', 'Ramiro Petersen']",2
Berlin,2024-12-16,"['Braelyn Nichols', 'Ramiro Petersen']",2
Berlin,2024-12-17,"['Braelyn Nichols', 'Ramiro Petersen']",2
Berlin,2024-12-18,"['Braelyn Nichols', 'Ramiro Petersen']",2
Berlin,2024-12-19,"['Braelyn Nichols', 'Ramiro Petersen']",2
Berlin,2024-12-20,"['Braelyn Nichols', 'Ramiro Petersen']",2
Berlin,2024-12-21,"['Braelyn Nichols', 'Ramiro Petersen']",2
Berlin,2024-12-30,"['Cara Steele', 'Kiersten Butler', 'Samuel Rangel']",3
Berlin,2024-12-31,"['Cara Steele', 'Kiersten Butler', 'Samuel Rangel']",3
Berlin,2025-01-01,"['Cara Steele', 'Kiersten Butler', 'Samuel Rangel']",3
Berlin,2025-01-02,"['Cara Steele', 'Kiersten Butler', 'Samuel Rangel']",3
Berlin,2025-01-03,"['Cara Steele', 'Kiersten Butler', 'Samuel Rangel']",3
Berlin,2025-01-04,"['Cara Steele', 'Kiersten Butler']",2
Berlin,2025-01-05,"['Cara Steele', 'Kiersten Butler']",2
Berlin,2025-01-06,"['Cara Steele', 'Kiersten Butler']",2
Berlin,2025-01-07,"['Cara Steele', 'Kiersten Butler']",2
Berlin,2025-01-08,"['Cara Steele', 'Kiersten Butler']",2
Berlin,2025-01-09,"['Cara Steele', 'Kiersten Butler']",2
Berlin,2025-01-10,"['Cara Steele', 'Kiersten Butler']",2
Brussels,2024-02-03,"['Dana Case', 'Trevon Ritter']",2
Brussels,2024-02-04,"['Dana Case', 'Micah Rogers', 'Trevon Ritter']",3
Brussels,2024-02-05,"['Dana Case', 'Micah Rogers', 'Trevon Ritter']",3
Brussels,2024-02-06,"['Dana Case', 'Micah Rogers', 'Trevon Ritter']",3
Brussels,2024-02-07,"['Micah Rogers', 'Trevon Ritter']",2
Brussels,2024-02-08,"['Micah Rogers', 'Trevon Ritter']",2
Brussels,2024-02-09,"['Micah Rogers', 'Trevon Ritter']",2
Brussels,2024-02-12,"['Devin Petty', 'Micah Rogers']",2
Brussels,2024-02-13,"['Devin Petty', 'Micah Rogers']",2
Brussels,2024-02-14,"['Devin Petty', 'Micah Rogers']",2
Brussels,2024-02-15,"['Devin Petty', 'Micah Rogers']",2
Brussels,2024-02-28,"['Gage Parks', 'Nikhil Munoz']",2
Brussels,2024-02-29,"['Gage Parks', 'Nikhil Munoz']",2
Brussels,2024-03-01,"['Gage Parks', 'Nikhil Munoz']",2
Brussels,2024-04-04,"['Caitlin Summers', 'Curtis Gardner']",2
Brussels,2024-04-05,"['Caitlin Summers', 'Curtis Gardner']",2
Brussels,2024-04-06,"['Caitlin Summers', 'Curtis Gardner']",2
Brussels,2024-04-07,"['Caitlin Summers', 'Curtis Gardner']",2
Brussels,2024-04-08,"['Caitlin Summers', 'Curtis Gardner']",2
Brussels,2024-04-09,"['Caitlin Summers', 'Curtis Gardner']",2
Brussels,2024-04-10,"['Curtis Gardner', 'Mohammad Donovan']",2
Brussels,2024-04-11,"['Curtis Gardner', 'Mohammad Donovan']",2
Brussels,2024-04-12,"['Curtis Gardner', 'Mohammad Donovan']",2
Brussels,2024-05-16,"['Claire Thomas', 'Yadiel Solis']",2
Brussels,2024-05-17,"['Claire Thomas', 'Yadiel Solis']",2
Brussels,2024-05-18,"['Claire Thomas', 'Yadiel Solis']",2
Brussels,2024-05-25,"['Colin Poole', 'Laura Nixon']",2
Brussels,2024-05-26,"['Colin Poole', 'Laura Nixon']",2
Brussels,2024-05-27,"['Colin Poole', 'Laura Nixon']",2
